,losses
0,"tensor(0.1165, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1221, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1425, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0957, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1082, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1704, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1045, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1511, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1125, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0788, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1284, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1050, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1041, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1772, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1498, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1759, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1217, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1754, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2456, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1494, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1941, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1424, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2069, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1187, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2443, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1956, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2203, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0699, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2237, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1894, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1536, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1996, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2478, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2653, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1723, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1637, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1596, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1655, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3428, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1846, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1858, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1773, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2563, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2334, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2832, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1869, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1868, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5285, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3280, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2213, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2567, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3736, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1198, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3179, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1959, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2217, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1505, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1413, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2799, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2820, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2889, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2298, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2937, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0687, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2412, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3578, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3027, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3097, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4038, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2390, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2851, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3791, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0959, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2361, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4184, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4556, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4305, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2697, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4743, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1367, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3468, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3936, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4036, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3190, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2612, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2823, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2707, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3497, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3645, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4916, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3715, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1045, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4024, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4769, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2993, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4364, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4207, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3372, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3887, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4692, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4906, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0781, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5298, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3896, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6119, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4413, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4586, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6625, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4883, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3689, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3291, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1446, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4058, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2398, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2263, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1308, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2188, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8475, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3581, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3246, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2321, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.9408, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5701, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1635, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3044, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7460, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8226, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6206, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7490, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6557, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0184, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2660, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.3249, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0220, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2354, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7619, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6301, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.9579, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.9600, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0852, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5157, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5590, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2121, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3222, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.4208, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4913, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7214, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.0678, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.3926, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5150, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0204, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6035, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7948, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2617, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7418, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7646, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3742, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0138, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0148, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6840, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5284, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4889, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1794, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0074, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0145, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8631, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8493, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0067, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0058, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0064, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.9941, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5301, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0041, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0064, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3890, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0071, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5560, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3996, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4027, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5702, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0044, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4035, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6105, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6029, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0042, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.5915, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0047, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6234, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0037, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8277, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.2437, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0053, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.0664, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.0806, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8467, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6704, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6450, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0052, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.0922, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0043, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4239, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4337, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4203, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0063, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0032, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.6977, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7006, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7133, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4308, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8532, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.5546, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7077, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0046, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.4589, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4199, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4244, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0033, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0040, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0049, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0026, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0040, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.9116, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0047, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4149, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0031, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7612, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0050, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7768, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0038, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.4118, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0037, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0041, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7988, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0047, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8013, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3927, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7891, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(3.2039, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.5813, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7881, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3905, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0045, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.7860, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.6011, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8059, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0034, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8106, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0041, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8121, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8110, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0048, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.6668, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0028, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8443, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8346, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.6558, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(1.6582, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0047, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8468, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0032, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(2.4750, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0035, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0028, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8285, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8502, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8228, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0043, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0032, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8307, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0039, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.8509, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0051, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0036, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
