,losses
0,"tensor(0.1119, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0679, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0903, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1570, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2017, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1468, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1353, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0913, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2029, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1554, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1569, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1483, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1265, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0860, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1323, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1954, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2271, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1156, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1827, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0787, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2761, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1963, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1644, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2650, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1763, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1277, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2306, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2152, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1667, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1103, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1910, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1470, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2243, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.0831, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.3348, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2554, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1087, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2004, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2054, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2125, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.1721, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
0,"tensor(0.2993, device='cuda:0', grad_fn=<SmoothL1LossBackward0>)"
